Simpoints,Weight,NODE_CYCLE_val,NODE_CYCLE_w_val
49,53.1722,4575370,243282488.714
1172,4605.89,4389636,20218180556.04

weighted_avg,NA,NA,20461463044.754
weighted_%,NA,NA,1.0
weighted_total,20461463044.754
