Simpoints,Weight,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_w_val
49,53.1722,797230223,42390484863.4006
1172,4605.89,734449984,3382795836805.7603

weighted_avg,NA,NA,3425186321669.1606
weighted_%,NA,NA,1.0
weighted_total,3425186321669.1606
