Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
49,53.1722,1554362,82648847.1364,826470,43945228.133999996,56903,3025657.6966,90,4785.498
1172,4605.89,1499791,6907872368.990001,967390,4455691927.1,45614,210093066.46,11,50664.79

weighted_avg,NA,NA,6990521216.126401,NA,4499637155.234,NA,213118724.1566,NA,55450.288
weighted_%,NA,NA,0.5973103121496891,NA,0.3844748611237977,NA,0.0182100887351946,NA,4.7379913185390825e-06
weighted_total,11703332545.805002
