Simpoints,Weight,ICACHE_UNUSEFUL_CL_val,ICACHE_UNUSEFUL_CL_w_val
49,53.1722,90201,4796185.612199999
1172,4605.89,97447,448830162.83000004

weighted_avg,NA,NA,453626348.44220006
weighted_%,NA,NA,1.0
weighted_total,453626348.44220006
