Simpoints,Weight,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_w_val
49,53.1722,105732666,5622038463.085199
1172,4605.89,96429299,444142743971.11005

weighted_avg,NA,NA,449764782434.19525
weighted_%,NA,NA,1.0
weighted_total,449764782434.19525
