Simpoints,Weight,FDIP_SENIORITY_FTQ_ACCUMULATED_val,FDIP_SENIORITY_FTQ_ACCUMULATED_w_val
49,53.1722,1709533116,90899636750.5752
1172,4605.89,1957377115,9015463680207.352

weighted_avg,NA,NA,9106363316957.926
weighted_%,NA,NA,1.0
weighted_total,9106363316957.926
