Simpoints,Weight,FDIP_AVG_FTQ_OCCUPANCY_val,FDIP_AVG_FTQ_OCCUPANCY_w_val
49,53.1722,13,691.2385999999999
1172,4605.89,13,59876.57000000001

weighted_avg,NA,NA,60567.808600000004
weighted_%,NA,NA,1.0
weighted_total,60567.808600000004
