Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
2766,217.447,2527,549488.569,0,0.0
2298,16.1495,0,0.0,0,0.0
2235,73.9095,22,1626.0089999999998,0,0.0
562,151.883,1443,219167.16900000002,0,0.0
2322,74.3347,22,1635.3634,0,0.0
533,77.6496,720,55907.71200000001,0,0.0
655,136.191,64,8716.224,0,0.0
414,208.958,6100,1274643.8,2,417.916
253,149.505,6627,990769.635,0,0.0
853,129.616,49,6351.184000000001,0,0.0
907,262.418,1393,365548.27400000003,0,0.0
1114,12.9007,17,219.3119,0,0.0
939,1055.11,12188,12859680.68,1,1055.11
2606,11.2554,30,337.662,0,0.0
2837,150.956,4107,619976.2919999999,0,0.0
1793,150.359,18,2706.462,0,0.0
1046,85.9267,7291,626491.5697,0,0.0
554,46.3771,263,12197.1773,0,0.0
1970,47.9169,4362,209013.5178,0,0.0

weighted_avg,NA,NA,17804476.612099998,NA,1473.0259999999998
weighted_%,NA,NA,0.9999172733816539,NA,8.272661834604518e-05
weighted_total,17805949.6381
