Simpoints,Weight,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_w_val
2766,217.447,122010290,26530771529.63
2298,16.1495,89521069,1445720503.8155
2235,73.9095,395925218,29262634899.770996
562,151.883,98867204,15016247545.132002
2322,74.3347,128411684,9545444006.6348
533,77.6496,267911958,20803256373.9168
655,136.191,134995366,18385153890.906002
414,208.958,122650725,25628850194.55
253,149.505,147723342,22085378245.71
853,129.616,395322309,51240096403.344
907,262.418,122159645,32056889721.61
1114,12.9007,233943198,3018031014.4386
939,1055.11,111617945,117769209948.94998
2606,11.2554,1591289526,17910600130.9404
2837,150.956,128426975,19386822438.1
1793,150.359,573319444,86203738280.39601
1046,85.9267,127357083,10943373863.8161
554,46.3771,103321196,4791737439.0116
1970,47.9169,2513216640,120425550417.21599

weighted_avg,NA,NA,632449506847.8888
weighted_%,NA,NA,1.0
weighted_total,632449506847.8888
