Simpoints,Weight,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_w_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_w_val
2766,217.447,2576,560143.472,251,54579.197
2298,16.1495,0,0.0,0,0.0
2235,73.9095,25,1847.7375,45,3325.9275
562,151.883,1536,233292.288,635,96445.705
2322,74.3347,23,1709.6981,11,817.6817
533,77.6496,818,63517.372800000005,959,74465.9664
655,136.191,71,9669.561,146,19883.886
414,208.958,6828,1426765.224,4466,933206.428
253,149.505,6698,1001384.49,752,112427.76
853,129.616,54,6999.264000000001,67,8684.272
907,262.418,1489,390740.402,571,149840.678
1114,12.9007,17,219.3119,3,38.7021
939,1055.11,13338,14073057.179999998,6003,6333825.329999999
2606,11.2554,32,360.1728,55,619.047
2837,150.956,4738,715229.5279999999,877,132388.41199999998
1793,150.359,19,2856.8210000000004,72,10825.848
1046,85.9267,7356,632076.8052,700,60148.689999999995
554,46.3771,300,13913.13,155,7188.4505
1970,47.9169,4381,209923.93889999998,413,19789.6797

weighted_avg,NA,NA,19343706.3972,NA,8018501.6609000005
weighted_%,NA,NA,0.7069497591760949,NA,0.2930502408239051
weighted_total,27362208.0581
