Simpoints,Weight,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_w_val
2766,217.447,2610,567536.67,217,47185.999
2298,16.1495,0,0.0,0,0.0
2235,73.9095,32,2365.104,38,2808.5609999999997
562,151.883,1665,252885.195,506,76852.79800000001
2322,74.3347,24,1784.0328,10,743.347
533,77.6496,1078,83706.2688,699,54277.070400000004
655,136.191,89,12120.999,128,17432.448
414,208.958,7871,1644708.418,3423,715263.2339999999
253,149.505,6876,1027996.38,574,85815.87
853,129.616,67,8684.272,54,6999.264000000001
907,262.418,1631,428003.75800000003,429,112577.322
1114,12.9007,18,232.2126,2,25.8014
939,1055.11,14838,15655722.179999998,4503,4751160.329999999
2606,11.2554,38,427.7052,49,551.5146
2837,150.956,4933,744665.948,682,102951.992
1793,150.359,31,4661.129,60,9021.54
1046,85.9267,7500,644450.25,556,47775.2452
554,46.3771,335,15536.3285,120,5565.2519999999995
1970,47.9169,4556,218309.3964,238,11404.2222

weighted_avg,NA,NA,21313796.2473,NA,6048411.810799999
weighted_%,NA,NA,0.7789501564363152,NA,0.22104984356368473
weighted_total,27362208.0581
