Simpoints,Weight,ICACHE_UNUSEFUL_CL_CYC_val,ICACHE_UNUSEFUL_CL_CYC_w_val
49,53.1722,394409148,20971602099.2856
1172,4605.89,366778226,1689340163351.1401

weighted_avg,NA,NA,1710311765450.4258
weighted_%,NA,NA,1.0
weighted_total,1710311765450.4258
