Simpoints,Weight,NODE_CYCLE_val,NODE_CYCLE_w_val
49,53.1722,4529934,240866556.6348
1172,4605.89,4320208,19898402825.120003

weighted_avg,NA,NA,20139269381.754803
weighted_%,NA,NA,1.0
weighted_total,20139269381.754803
