Simpoints,Weight,FDIP_NEW_PREFETCHES_ONPATH_val,FDIP_NEW_PREFETCHES_ONPATH_w_val,FDIP_NEW_PREFETCHES_OFFPATH_val,FDIP_NEW_PREFETCHES_OFFPATH_w_val
49,53.1722,430888,22911262.913599998,258461,13742939.984199999
1172,4605.89,499044,2298541769.1600003,282547,1301380401.8300002

weighted_avg,NA,NA,2321453032.0736003,NA,1315123341.8142002
weighted_%,NA,NA,0.6383622378296913,NA,0.3616377621703088
weighted_total,3636576373.8878
