Simpoints,Weight,FDIP_ATTEMPTED_PREF_ONPATH_val,FDIP_ATTEMPTED_PREF_ONPATH_w_val,FDIP_ATTEMPTED_PREF_OFFPATH_val,FDIP_ATTEMPTED_PREF_OFFPATH_w_val
49,53.1722,1523844,81026137.93679999,1000467,53197031.417399995
1172,4605.89,1558229,7177031368.81,1040302,4791516578.780001

weighted_avg,NA,NA,7258057506.7468,NA,4844713610.197401
weighted_%,NA,NA,0.5997021208296112,NA,0.4002978791703887
weighted_total,12102771116.944202
