Simpoints,Weight,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_val,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_w_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_w_val
49,53.1722,116846,6212958.8812,53034,2819934.4548
1172,4605.89,142146,654708839.94,58277,268417451.53000003

weighted_avg,NA,NA,660921798.8212,NA,271237385.98480004
weighted_%,NA,NA,0.709022460534732,NA,0.29097753946526816
weighted_total,932159184.806
