Simpoints,Weight,ICACHE_HIT_ONPATH_BY_FDIP_val,ICACHE_HIT_ONPATH_BY_FDIP_w_val,ICACHE_HIT_OFFPATH_BY_FDIP_val,ICACHE_HIT_OFFPATH_BY_FDIP_w_val
49,53.1722,545167,28987728.7574,65598,3487989.9756
1172,4605.89,627529,2890329545.8100004,58712,270421013.68

weighted_avg,NA,NA,2919317274.5674005,NA,273909003.6556
weighted_%,NA,NA,0.9142218622201657,NA,0.0857781377798343
weighted_total,3193226278.2230005
