Simpoints,Weight,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_val,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_w_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_w_val
49,53.1722,75692,4024710.1624,3882,206414.4804
1172,4605.89,80939,372796130.71000004,3663,16871375.07

weighted_avg,NA,NA,376820840.87240005,NA,17077789.5504
weighted_%,NA,NA,0.9566442017529505,NA,0.04335579824704942
weighted_total,393898630.42280006
