Simpoints,Weight,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_w_val
49,53.1722,784142401,41694576574.452194
1172,4605.89,715348251,3294815355798.39

weighted_avg,NA,NA,3336509932372.8423
weighted_%,NA,NA,1.0
weighted_total,3336509932372.8423
