Simpoints,Weight,FDIP_SENIORITY_FTQ_ACCUMULATED_val,FDIP_SENIORITY_FTQ_ACCUMULATED_w_val
49,53.1722,1581954016,84115975329.55519
1172,4605.89,1941120961,8940589623060.291

weighted_avg,NA,NA,9024705598389.846
weighted_%,NA,NA,1.0
weighted_total,9024705598389.846
