Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
2766,217.447,1902204,413628553.188,141403,30747658.141,212,46098.764,16,3479.152
2298,16.1495,1309424,21146542.888,0,0.0,0,0.0,0,0.0
2235,73.9095,1822911,134730440.55449998,0,0.0,0,0.0,204,15077.537999999999
562,151.883,2050230,311395083.09000003,35970,5463231.510000001,2575,391098.72500000003,1221,185449.143
2322,74.3347,1725068,128232412.2596,3505,260543.1235,30,2230.041,33,2453.0451
533,77.6496,3206772,249004563.09120002,3218,249876.41280000002,1480,114921.40800000001,4780,371165.08800000005
655,136.191,1353575,184344732.82500002,121,16479.111,15,2042.865,601,81850.791
414,208.958,2325208,485870813.264,125874,26302379.292,8629,1803098.582,12274,2564750.492
253,149.505,1709785,255621406.42499998,168960,25260364.8,19799,2960049.495,417,62343.585
853,129.616,3051355,395504429.68000007,1,129.616,3,388.84800000000007,339,43939.82400000001
907,262.418,3173211,832707684.1980001,19570,5135520.26,745,195501.41,304,79775.072
1114,12.9007,558718,7207853.3026,10754,138734.12780000002,7,90.3049,9,116.1063
939,1055.11,2787517,2941137061.87,311024,328164532.64,13236,13965435.959999999,11175,11790854.249999998
2606,11.2554,1569750,17668164.15,0,0.0,0,0.0,359,4040.6886
2837,150.956,1975407,298199539.092,189796,28650844.975999996,952,143710.112,161,24303.915999999997
1793,150.359,2549459,383334105.781,0,0.0,1,150.359,619,93072.221
1046,85.9267,1370591,117770361.6797,121424,10433563.6208,20532,1764247.0044,818,70288.0406
554,46.3771,2163639,100343302.2669,2939,136302.2969,952,44150.9992,618,28661.0478
1970,47.9169,1362867,65304361.752299994,834,39962.694599999995,422,20220.9318,14941,715926.4029

weighted_avg,NA,NA,7343151411.3578005,NA,461000122.6224,NA,21453435.8093,NA,16137546.403299998
weighted_%,NA,NA,0.9364183274565014,NA,0.058787969851146996,NA,0.0027357995706948734,NA,0.0020579031216565427
weighted_total,7841742516.192801
