Simpoints,Weight,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_w_val
2766,217.447,2337,508173.639,255,55448.985
2298,16.1495,0,0.0,0,0.0
2235,73.9095,30,2217.285,39,2882.4705
562,151.883,1608,244227.864,529,80346.107
2322,74.3347,38,2824.7186,12,892.0164
533,77.6496,1074,83395.6704,691,53655.873600000006
655,136.191,83,11303.853000000001,119,16206.729000000001
414,208.958,8938,1867666.604,3474,725920.092
253,149.505,5910,883574.5499999999,515,76995.075
853,129.616,56,7258.496000000001,52,6740.032000000001
907,262.418,1262,331171.516,442,115988.75600000001
1114,12.9007,17,219.3119,2,25.8014
939,1055.11,17877,18862201.47,4905,5175314.55
2606,11.2554,35,393.939,42,472.72679999999997
2837,150.956,3688,556725.728,637,96158.972
1793,150.359,28,4210.052000000001,63,9472.617
1046,85.9267,6511,559468.7437,552,47431.5384
554,46.3771,297,13773.9987,128,5936.2688
1970,47.9169,3138,150363.2322,175,8385.4575

weighted_avg,NA,NA,24089170.6715,NA,6478274.068399999
weighted_%,NA,NA,0.7880662213173533,NA,0.21193377868264668
weighted_total,30567444.7399
