Simpoints,Weight,CBR_CORRECT_val,CBR_CORRECT_w_val,CBR_CORRECT_BTB_MISS_NT_NT_val,CBR_CORRECT_BTB_MISS_NT_NT_w_val,CBR_RECOVER_MISPREDICT_val,CBR_RECOVER_MISPREDICT_w_val,CBR_RECOVER_MISFETCH_val,CBR_RECOVER_MISFETCH_w_val,CBR_RECOVER_BTB_MISS_T_T_val,CBR_RECOVER_BTB_MISS_T_T_w_val,CBR_RECOVER_BTB_MISS_T_NT_val,CBR_RECOVER_BTB_MISS_T_NT_w_val,CBR_RECOVER_BTB_MISS_NT_T_val,CBR_RECOVER_BTB_MISS_NT_T_w_val
2766,217.447,1833863,398768007.761,490985,106763215.295,4766,1036352.402,0,0.0,364,79150.708,74,16091.078,37,8045.539
2298,16.1495,1086340,17543847.83,128566,2076276.6169999999,539,8704.5805,0,0.0,0,0.0,0,0.0,0,0.0
2235,73.9095,1140963,84328004.8485,320047,23654513.746499997,6876,508201.72199999995,0,0.0,8,591.276,30,2217.285,95,7021.402499999999
562,151.883,1534893,233124153.51900002,311994,47386584.702,17430,2647320.69,0,0.0,51,7746.033,208,31591.664,320,48602.560000000005
2322,74.3347,1484752,110368594.4944,352247,26184175.0709,2923,217280.32809999998,0,0.0,1,74.3347,11,817.6817,15,1115.0205
533,77.6496,1567358,121704721.75680001,310881,24139785.2976,34025,2642027.64,0,0.0,92,7143.7632,368,28575.0528,429,33311.678400000004
655,136.191,991795,135073552.845,508057,69192790.887,2232,303978.31200000003,0,0.0,3,408.573,12,1634.292,86,11712.426
414,208.958,1144191,239087862.978,457926,95687301.108,21591,4511612.178,0,0.0,2645,552693.91,3157,659680.406,3863,807204.754
253,149.505,1183551,176946792.255,553111,82692860.05499999,14875,2223886.875,0,0.0,218,32592.09,116,17342.579999999998,19,2840.595
853,129.616,1334317,172948832.272,285348,36985666.368,22839,2960299.8240000005,0,0.0,8,1036.928,76,9850.816,68,8813.888
907,262.418,1254882,329303624.676,467875,122778821.75,57078,14978294.604,0,0.0,17,4461.106,305,80037.49,91,23880.038
1114,12.9007,4131443,53298506.7101,383787,4951120.9509000005,3672,47371.3704,1,12.9007,0,0.0,14,180.6098,5,64.5035
939,1055.11,861472,908947721.92,684072,721771207.92,38113,40213407.43,0,0.0,3941,4158188.51,3438,3627468.1799999997,3845,4056897.9499999997
2606,11.2554,5690012,64043361.0648,386429,4349412.9666,3721,41881.3434,0,0.0,2,22.5108,28,315.1512,71,799.1333999999999
2837,150.956,1173454,177139922.024,449182,67806717.992,17792,2685809.152,1,150.956,160,24152.96,113,17058.028,52,7849.7119999999995
1793,150.359,1424029,214115576.411,333009,50070900.231000006,23722,3566816.1980000003,0,0.0,17,2556.103,93,13983.387,89,13381.951000000001
1046,85.9267,1137133,97710086.1511,608578,52293099.232599996,8689,746617.0963,0,0.0,139,11943.8113,130,11170.471,174,14951.245799999999
554,46.3771,1267247,58771240.8437,146229,6781676.9558999995,19641,910892.6211,0,0.0,29,1344.9359,84,3895.6764,55,2550.7405
1970,47.9169,63318863,3034043626.4846997,426811,20451460.0059,681,32631.4089,0,0.0,0,0.0,0,0.0,1,47.9169

weighted_avg,NA,NA,6627268036.845099,NA,1566017587.1518998,NA,80283385.77569999,NA,163.8567,NA,4884107.5529000005,NA,4521909.8489,NA,5049091.0545
weighted_%,NA,NA,0.7996197659760395,NA,0.18894944486791587,NA,0.009686673571798043,NA,1.9770296806944816e-08,NA,0.0005892969647129104,NA,0.0005455956323238536,NA,0.0006092032169130404
weighted_total,8288024282.085699
