Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
2766,217.447,325,70670.275,0,0.0,0,0.0,795,172870.365,96525,20989071.675
2298,16.1495,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2235,73.9095,0,0.0,0,0.0,0,0.0,0,0.0,23635,1746851.0325
562,151.883,3510,533109.3300000001,0,0.0,0,0.0,1025,155680.075,179420,27250847.860000003
2322,74.3347,0,0.0,0,0.0,0,0.0,0,0.0,7000,520342.89999999997
533,77.6496,11510,893746.8960000001,0,0.0,0,0.0,2810,218195.37600000002,527790,40982682.384
655,136.191,11195,1524658.245,0,0.0,0,0.0,745,101462.295,57110,7777868.01
414,208.958,78080,16315440.64,65,13582.27,65,13582.27,16345,3415418.51,2207000,461170306.0
253,149.505,585,87460.425,0,0.0,0,0.0,9270,1385911.3499999999,380535,56891885.175
853,129.616,980,127023.68000000001,0,0.0,0,0.0,0,0.0,36510,4732280.16
907,262.418,390,102343.02,0,0.0,0,0.0,225,59044.05,82115,21548454.07
1114,12.9007,65,838.5455000000001,0,0.0,0,0.0,0,0.0,8555,110365.4885
939,1055.11,81795,86302722.44999999,130,137164.3,0,0.0,25960,27390655.599999998,2439605,2574051631.5499997
2606,11.2554,970,10917.738,0,0.0,0,0.0,0,0.0,38110,428943.294
2837,150.956,780,117745.68,0,0.0,0,0.0,2910,439281.95999999996,165625,25002087.5
1793,150.359,1905,286433.895,0,0.0,0,0.0,0,0.0,39125,5882795.875
1046,85.9267,7735,664643.0244999999,0,0.0,0,0.0,3350,287854.445,365230,31383008.641
554,46.3771,520,24116.092,0,0.0,0,0.0,360,16695.756,42975,1993055.8725
1970,47.9169,37275,1786102.4475,0,0.0,0,0.0,109210,5233004.649,1832300,87798135.86999999

weighted_avg,NA,NA,108847972.3835,NA,150746.56999999998,NA,13582.27,NA,38876074.430999994,NA,3370260613.3574996
weighted_%,NA,NA,0.03093898886131816,NA,4.2848262103400595e-05,NA,3.860629564700244e-06,NA,0.01105015010803097,NA,0.9579641521389828
weighted_total,3518148989.0119996
