Simpoints,Weight,ICACHE_FIRST_MISS_AFTER_WARMUP_NO_PREF_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_NO_PREF_DURING_WARMUP_w_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_UNUSEFUL_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_UNUSEFUL_DURING_WARMUP_w_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_USEFUL_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_USEFUL_DURING_WARMUP_w_val
2766,217.447,4,869.788,0,0.0,1,217.447
2298,16.1495,0,0.0,0,0.0,0,0.0
2235,73.9095,4,295.638,0,0.0,0,0.0
562,151.883,35,5315.905000000001,0,0.0,7,1063.181
2322,74.3347,0,0.0,0,0.0,2,148.6694
533,77.6496,68,5280.1728,0,0.0,7,543.5472000000001
655,136.191,9,1225.719,0,0.0,2,272.382
414,208.958,231,48269.298,0,0.0,59,12328.521999999999
253,149.505,0,0.0,0,0.0,0,0.0
853,129.616,2,259.232,0,0.0,0,0.0
907,262.418,5,1312.0900000000001,0,0.0,2,524.836
1114,12.9007,1,12.9007,0,0.0,0,0.0
939,1055.11,111,117117.20999999999,0,0.0,18,18991.98
2606,11.2554,3,33.7662,0,0.0,1,11.2554
2837,150.956,0,0.0,0,0.0,0,0.0
1793,150.359,1,150.359,0,0.0,3,451.077
1046,85.9267,11,945.1936999999999,0,0.0,6,515.5602
554,46.3771,1,46.3771,0,0.0,1,46.3771
1970,47.9169,0,0.0,0,0.0,0,0.0

weighted_avg,NA,NA,181133.64950000003,NA,0.0,NA,35114.834299999995
weighted_%,NA,NA,0.8376181248397729,NA,0.0,NA,0.1623818751602271
weighted_total,216248.48380000002
