Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
2766,217.447,20317,4417870.699,0,0.0
2298,16.1495,0,0.0,0,0.0
2235,73.9095,3070,226902.16499999998,0,0.0
562,151.883,29478,4477207.074,0,0.0
2322,74.3347,1234,91729.0198,0,0.0
533,77.6496,73571,5712758.721600001,0,0.0
655,136.191,9189,1251459.099,0,0.0
414,208.958,355947,74377973.226,37,7731.446
253,149.505,79642,11906877.209999999,0,0.0
853,129.616,5412,701481.7920000001,0,0.0
907,262.418,14112,3703242.816,0,0.0
1114,12.9007,1652,21311.9564,0,0.0
939,1055.11,401926,424076141.85999995,42,44314.619999999995
2606,11.2554,6157,69299.4978,0,0.0
2837,150.956,33166,5006606.6959999995,0,0.0
1793,150.359,5381,809081.7790000001,0,0.0
1046,85.9267,74896,6435566.123199999,0,0.0
554,46.3771,6670,309335.257,0,0.0
1970,47.9169,345877,16573353.621299999,0,0.0

weighted_avg,NA,NA,560168198.6130998,NA,52046.06599999999
weighted_%,NA,NA,0.9999070971345746,NA,9.290286542538737e-05
weighted_total,560220244.6790998
