Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_val,INST_LOST_WAIT_FOR_ICACHE_MISS_w_val
517,810.151,209545,169763091.295
5297,898.498,299790,269360715.42
5168,967.77,249395,241356999.15
2807,979.819,224010,219489254.19
2215,509.983,256530,130825938.99
1490,862.35,253215,218359955.25
3954,490.914,230660,113234223.24
2031,399.553,228535,91311844.855

weighted_avg,NA,NA,1453702022.39
weighted_%,NA,NA,1.0
weighted_total,1453702022.39
