Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
517,810.151,30219,24481953.069,0,0.0
5297,898.498,46897,42136860.706,0,0.0
5168,967.77,34713,33594200.01,0,0.0
2807,979.819,30456,29841367.463999998,0,0.0
2215,509.983,37688,19220239.304,0,0.0
1490,862.35,34300,29578605.0,0,0.0
3954,490.914,30717,15079405.338,0,0.0
2031,399.553,30389,12142016.117,0,0.0

weighted_avg,NA,NA,206074647.00800002,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,206074647.00800002
