Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
517,810.151,0,0.0,0,0.0,0,0.0,3100,2511468.0999999996,203040,164493059.04
5297,898.498,0,0.0,0,0.0,0,0.0,3855,3463709.79,290630,261130473.74
5168,967.77,0,0.0,0,0.0,0,0.0,2955,2859760.35,243670,235816515.9
2807,979.819,0,0.0,0,0.0,0,0.0,4525,4433680.975,216015,211655601.285
2215,509.983,0,0.0,0,0.0,0,0.0,4140,2111329.62,249640,127312156.12
1490,862.35,0,0.0,0,0.0,0,0.0,3215,2772455.25,245185,211435284.75
3954,490.914,0,0.0,0,0.0,0,0.0,3665,1799199.81,224900,110406558.6
2031,399.553,0,0.0,0,0.0,0,0.0,3350,1338502.55,222590,88936502.27

weighted_avg,NA,NA,0.0,NA,0.0,NA,0.0,NA,21290106.445,NA,1411186151.705
weighted_%,NA,NA,0.0,NA,0.0,NA,0.0,NA,0.014862449778047654,NA,0.9851375502219524
weighted_total,1432476258.1499999
