Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
517,810.151,0,0.0,0,0.0,0,0.0,274,221981.37399999998,7275,5893848.524999999
5297,898.498,0,0.0,0,0.0,0,0.0,362,325256.276,9228,8291339.544000001
5168,967.77,0,0.0,0,0.0,0,0.0,262,253555.74,8173,7909584.21
2807,979.819,0,0.0,0,0.0,0,0.0,318,311582.442,7240,7093889.56
2215,509.983,0,0.0,0,0.0,0,0.0,284,144835.172,8213,4188490.379
1490,862.35,0,0.0,0,0.0,0,0.0,351,302684.85000000003,8072,6960889.2
3954,490.914,0,0.0,0,0.0,0,0.0,253,124201.242,7609,3735364.6259999997
2031,399.553,0,0.0,0,0.0,0,0.0,270,107879.31,7418,2963884.154

weighted_avg,NA,NA,0.0,NA,0.0,NA,0.0,NA,1791976.4060000002,NA,47037290.198
weighted_%,NA,NA,0.0,NA,0.0,NA,0.0,NA,0.03669881877466505,NA,0.9633011812253349
weighted_total,48829266.604
