Simpoints,Weight,CBR_CORRECT_val,CBR_CORRECT_w_val,CBR_CORRECT_BTB_MISS_NT_NT_val,CBR_CORRECT_BTB_MISS_NT_NT_w_val,CBR_RECOVER_MISPREDICT_val,CBR_RECOVER_MISPREDICT_w_val,CBR_RECOVER_MISFETCH_val,CBR_RECOVER_MISFETCH_w_val,CBR_RECOVER_BTB_MISS_T_T_val,CBR_RECOVER_BTB_MISS_T_T_w_val,CBR_RECOVER_BTB_MISS_T_NT_val,CBR_RECOVER_BTB_MISS_T_NT_w_val,CBR_RECOVER_BTB_MISS_NT_T_val,CBR_RECOVER_BTB_MISS_NT_T_w_val
517,810.151,741552,600769094.352,499700,404832454.7,2125,1721570.875,0,0.0,6412,5194688.211999999,2,1620.302,3,2430.453
5297,898.498,746268,670520305.464,496611,446203990.278,2311,2076428.878,0,0.0,6602,5931883.796,6,5390.988,55,49417.39
5168,967.77,741846,717936303.42,498636,482564961.71999997,2210,2138771.7,0,0.0,6429,6221793.33,4,3871.08,6,5806.62
2807,979.819,741163,726205589.497,499508,489427429.052,2177,2133065.963,0,0.0,6413,6283579.2469999995,2,1959.638,2,1959.638
2215,509.983,742262,378541001.546,498605,254280073.715,2099,1070454.317,0,0.0,6496,3312849.568,2,1019.966,2,1019.966
1490,862.35,743921,641520274.35,499315,430584290.25,2261,1949773.35,0,0.0,6486,5593202.100000001,8,6898.8,57,49153.950000000004
3954,490.914,742233,364372570.962,498513,244727010.882,2138,1049574.132,0,0.0,6463,3172777.182,3,1472.742,2,981.828
2031,399.553,742114,296513875.042,498827,199307824.331,2092,835864.876,0,0.0,6513,2602288.689,6,2397.318,3,1198.659

weighted_avg,NA,NA,4396379014.632999,NA,2951928034.928,NA,12975504.090999998,NA,0.0,NA,38313062.124000005,NA,24630.833999999995,NA,111968.504
weighted_%,NA,NA,0.5941267720003933,NA,0.39892362981712626,NA,0.0017535099533058038,NA,0.0,NA,0.0051776281911587755,NA,3.32861153403516e-06,NA,1.5131426482069669e-05
weighted_total,7399732215.113997
