Simpoints,Weight,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_w_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_w_val
517,810.151,1088793,882086737.7429999,369297,299186333.847
5297,898.498,1088268,977806621.4640001,388674,349222811.652
5168,967.77,1084882,1049916253.14,373313,361281122.01
2807,979.819,1093231,1071168505.189,369753,362291014.70699996
2215,509.983,1089200,555473483.6,369946,188666170.918
1490,862.35,1093971,943385891.85,379782,327505007.7
3954,490.914,1090917,535546428.138,371888,182565025.632
2031,399.553,1092869,436659087.557,370247,147933299.591

weighted_avg,NA,NA,6452043008.681001,NA,2218650786.057
weighted_%,NA,NA,0.7441207314455693,NA,0.2558792685544306
weighted_total,8670693794.738
