Simpoints,Weight,ICACHE_UNUSEFUL_CL_val,ICACHE_UNUSEFUL_CL_w_val
517,810.151,98827,80064792.87699999
5297,898.498,104250,93668416.5
5168,967.77,102488,99184811.76
2807,979.819,95505,93577613.595
2215,509.983,99911,50952911.513000004
1490,862.35,95590,82432036.5
3954,490.914,108935,53477716.589999996
2031,399.553,105373,42102098.269

weighted_avg,NA,NA,595460397.6040001
weighted_%,NA,NA,1.0
weighted_total,595460397.6040001
