cf_type,addr,target,bpu_hit_uc_hit,bpu_hit_uc_miss,mispred_uc_hit,mispred_uc_miss,misfetch_uc_hit,misfetch_uc_miss,btb_miss_uc_hit,btb_miss_uc_miss,other_recovery_uc_hit,other_recovery_uc_miss,recover_redirect_extra_fetch_latency
7,7ffda9ee2c7e,7ffdaa145448,0,7,0,0,0,0,0,0,0,0,0
2,7ffda9ee25b8,7ffda9ee2c70,0,7,0,0,0,0,0,1,0,0,2
7,7ffda9ee033a,7ffdaa1467f4,0,7,0,0,0,0,0,0,0,0,0
2,7ffda9ee0323,0,0,7,0,0,0,0,0,1,0,0,2
2,7ffda9ee0309,0,0,7,0,0,0,0,0,0,0,0,0
7,7ffdaa15c545,7ffdaa15c387,0,5,0,0,0,0,0,0,0,0,0
7,7ffdaa15c4a6,7ffdaa146acf,0,4486,0,0,0,0,0,0,0,0,0
7,7ffdaa15c084,7ffdaa15c35e,0,5032,0,0,0,0,0,0,0,0,0
7,7ffdaa15c37c,7ffdaa146c1c,0,75156,0,0,0,0,0,0,0,0,0
3,7ffdaa15c1a8,7ffda9b16640,0,2284,0,0,0,0,0,1,0,0,2
2,7ffdaa15c1b9,7ffdaa15c264,0,2284,0,2,0,0,0,1,0,0,6
2,7ffdaa15c1f6,7ffdaa15c35e,0,8150,0,106,0,0,0,1,0,0,214
2,7ffdaa15c189,0,0,2284,0,0,0,0,0,3,0,0,6
2,7ffdaa15c1de,7ffdaa15c21e,0,4750,0,8,0,0,0,1,0,0,18
2,7ffdaa15c19c,0,0,2284,0,0,0,0,0,0,0,0,0
2,7ffdaa15c16b,7ffdaa15c1d8,0,8618,0,18,0,0,0,2,0,0,40
1,7ffdaa15c12e,7ffdaa15c109,0,38047,0,0,0,0,0,0,0,0,0
2,7ffdaa15c12c,7ffdaa15c13a,0,61107,0,15136,0,0,0,1,0,0,30274
2,7ffdaa15c520,7ffdaa15c546,0,5,0,0,0,0,0,1,0,0,2
3,7ffdaa15c170,7ffda9b16420,0,3869,0,0,0,0,0,1,0,0,2
2,7ffdaa15c177,7ffdaa15c35e,0,3868,0,6,0,0,0,1,0,0,14
1,7ffdaa15c14a,7ffdaa15c14f,0,75157,0,0,0,0,0,1,0,0,2
2,7ffdaa15c101,7ffdaa15c137,0,75157,0,14647,0,0,0,1,0,0,29296
1,7ffdaa15c501,7ffdaa15c48b,0,307,0,0,0,0,0,1,0,0,2
2,7ffdaa15c144,0,0,75157,0,0,0,0,0,9,0,0,18
2,7ffdaa15c15a,7ffdaa15c35e,0,75157,0,1960,0,0,0,1,0,0,3922
1,7ffdaa15c55d,7ffdaa15c522,0,5,0,0,0,0,0,1,0,0,2
2,7ffdaa15c110,0,0,61107,0,0,0,0,0,4,0,0,8
3,7ffdaa15c555,7ffda9b16d70,0,5,0,0,0,0,0,1,0,0,2
2,7ffdaa15c0e0,0,0,75157,0,0,0,0,0,14,0,0,28
2,7ffdaa15c4ff,7ffdaa15c4b5,0,483,0,177,0,0,0,1,0,0,356
2,7ffdaa15c4f6,7ffdaa15c48b,0,4652,0,490,0,0,0,1,0,0,982
2,7ffdaa15c4f4,7ffdaa15c4b0,0,5657,0,776,0,0,0,1,0,0,1554
2,7ffdaa15c489,7ffdaa15c4d4,0,4486,0,20,0,0,0,1,0,0,42
1,7ffdaa15c09c,7ffdaa15bfdb,0,7,0,0,0,0,0,1,0,0,2
2,7ffdaa15c4d2,0,0,1181,0,0,0,0,0,4,0,0,8
3,7ffdaa15c094,7ffda9b16d70,0,7,0,0,0,0,0,1,0,0,2
2,7ffdaa15c42a,7ffdaa15c3d0,0,43018,0,7716,0,0,0,1,0,0,15434
1,7ffdaa15c06b,7ffdaa15c06f,0,577,0,0,0,0,0,1,0,0,2
2,7ffdaa15c069,7ffdaa15c025,0,4815,0,562,0,0,0,1,0,0,1126
2,7ffdaa15c42c,7ffdaa15c3d6,0,35371,0,6252,0,0,0,1,0,0,12506
2,7ffdaa15c060,7ffdaa15c06f,0,8616,0,633,0,0,0,1,0,0,1268
1,7ffdaa15c43a,7ffdaa15c3d6,0,12920,0,0,0,0,0,1,0,0,2
2,7ffdaa15c438,7ffdaa15c3d0,0,27098,0,11796,0,0,0,1,0,0,23594
2,7ffdaa15c43f,7ffdaa15c47f,0,4486,0,889,0,0,0,1,0,0,1780
2,7ffdaa15c043,7ffdaa15c06d,0,12363,0,151,0,0,0,1,0,0,304
2,7ffdaa15c01b,7ffdaa15c045,0,5032,0,4,0,0,0,1,0,0,10
2,7ffdaa15c05e,7ffdaa15c020,0,16741,0,4204,0,0,0,1,0,0,8410
1,7ffdaa15c01d,7ffdaa15c06f,0,7,0,0,0,0,0,1,0,0,2
