Simpoints,Weight,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_w_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_w_val
4118,2431.67,69593,169227210.31,14496,35249488.32
1010,22.174,69525,1541647.3499999999,14651,324871.274
1362,2347.06,69065,162099698.9,14849,34851493.94
5198,1186.62,68754,81584871.47999999,13643,16189056.659999998

weighted_avg,NA,NA,414453428.03999996,NA,86614910.19399999
weighted_%,NA,NA,0.8271395265179364,NA,0.17286047348206354
weighted_total,501068338.23399997
