Simpoints,Weight,ICACHE_UNUSEFUL_CL_CYC_val,ICACHE_UNUSEFUL_CL_CYC_w_val
4118,2431.67,889166865,2162160390614.55
1010,22.174,983154735,21800473093.89
1362,2347.06,885517567,2078362860803.02
5198,1186.62,884738471,1049848364458.0199

weighted_avg,NA,NA,5312172088969.4795
weighted_%,NA,NA,1.0
weighted_total,5312172088969.4795
