Simpoints,Weight,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_w_val
4118,2431.67,79819,194093467.73000002,4270,10383230.9
1010,22.174,79491,1762633.434,4685,103885.19
1362,2347.06,79447,186466875.82,4467,10484317.02
5198,1186.62,77892,92428205.03999999,4505,5345723.1

weighted_avg,NA,NA,474751182.0239999,NA,26317156.21
weighted_%,NA,NA,0.9474779102931269,NA,0.05252208970687315
weighted_total,501068338.2339999
