Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
4118,2431.67,64323,156412309.41,0,0.0
1010,22.174,63916,1417273.384,0,0.0
1362,2347.06,63971,150143775.26,0,0.0
5198,1186.62,63335,75154577.69999999,0,0.0

weighted_avg,NA,NA,383127935.754,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,383127935.754
