Simpoints,Weight,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_val,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_w_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_w_val
4118,2431.67,188568,458535148.56,12323,29965469.41
1010,22.174,187578,4159354.5719999997,13047,289304.178
1362,2347.06,188231,441789450.86,11208,26305848.48
5198,1186.62,187979,223059640.98,11882,14099418.839999998

weighted_avg,NA,NA,1127543594.9720001,NA,70660040.908
weighted_%,NA,NA,0.9410283537855358,NA,0.058971646214464164
weighted_total,1198203635.88
