Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
4118,2431.67,390,948351.3,0,0.0,0,0.0,404065,982552738.5500001,7950790,19333697519.3
1010,22.174,2645,58650.229999999996,0,0.0,0,0.0,387720,8597303.28,8049410,178487617.34
1362,2347.06,130,305117.8,0,0.0,0,0.0,372335,873892585.1,7708270,18091772186.2
5198,1186.62,455,539912.1,0,0.0,0,0.0,381975,453259174.49999994,7852610,9318064078.199999

weighted_avg,NA,NA,1852031.4300000002,NA,0.0,NA,0.0,NA,2318301801.43,NA,46922021401.03999
weighted_%,NA,NA,3.761067461384197e-05,NA,0.0,NA,0.0,NA,0.047079597731377265,NA,0.9528827915940089
weighted_total,49242175233.899994
