Simpoints,Weight,ICACHE_UNUSEFUL_CL_val,ICACHE_UNUSEFUL_CL_w_val
4118,2431.67,290881,707326601.27
1010,22.174,292874,6494188.075999999
1362,2347.06,293612,689124980.72
5198,1186.62,291620,346042124.4

weighted_avg,NA,NA,1748987894.466
weighted_%,NA,NA,1.0
weighted_total,1748987894.466
