Simpoints,Weight,NODE_CYCLE_val,NODE_CYCLE_w_val
4118,2431.67,5141087,12501427025.29
1010,22.174,5461993,121114232.78199999
1362,2347.06,5107333,11987216990.98
5198,1186.62,5103093,6055432215.66

weighted_avg,NA,NA,30665190464.712
weighted_%,NA,NA,1.0
weighted_total,30665190464.712
