Simpoints,Weight,FDIP_ATTEMPTED_PREF_ONPATH_val,FDIP_ATTEMPTED_PREF_ONPATH_w_val,FDIP_ATTEMPTED_PREF_OFFPATH_val,FDIP_ATTEMPTED_PREF_OFFPATH_w_val
4118,2431.67,1565424,3806594578.08,1827220,4443196057.400001
1010,22.174,1568176,34772734.624,1833085,40646826.79
1362,2347.06,1563427,3669456974.62,1823499,4279861562.94
5198,1186.62,1565728,1857924159.36,1789715,2123711613.2999997

weighted_avg,NA,NA,9368748446.684,NA,10887416060.43
weighted_%,NA,NA,0.4625134458892097,NA,0.5374865541107904
weighted_total,20256164507.114
