Simpoints,Weight,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_val,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_w_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_w_val
2264,44.9546,4149,186516.6354,2102,94494.5692
812,334.908,37680,12619333.440000001,3648,1221744.384
1358,97.2156,23916,2325008.2896,5804,564239.3424
1778,40.8635,8,326.908,8,326.908
828,45.4532,339,15408.634800000002,186,8454.2952
2213,8.07837,23,185.80250999999998,7,56.54859
1726,65.5195,6,393.11699999999996,0,0.0
2054,37.2896,361,13461.5456,145,5406.992
1903,16.1097,41,660.4977,10,161.097
509,133.977,4603,616696.131,294,39389.238
1751,10.0901,0,0.0,0,0.0
62,40.4224,1584,64029.081600000005,178,7195.1872
2151,40.7196,294,11971.5624,208,8469.6768
239,98.774,137,13532.038,28,2765.672
1893,44.3029,0,0.0,0,0.0
1305,111.513,30758,3429916.8540000003,7333,817724.829
1673,34.2884,63,2160.1692000000003,15,514.326
492,45.4197,6029,273835.3713,973,44193.3681
2249,320.874,46812,15020753.688000001,10681,3427255.194
264,17.7912,3433,61077.1896,766,13628.0592
2123,26.1783,9,235.6047,7,183.2481
116,27.1629,170,4617.693,73,1982.8917000000001
1159,18.1708,229,4161.1132,186,3379.7688
1270,263.009,20493,5389843.437,11359,2987519.231
2165,28.2044,85,2397.374,0,0.0
1152,171.372,269,46099.06800000001,105,17994.06
792,79.0312,4128,326240.7936,93,7349.9016
1979,51.6033,289,14913.3537,16,825.6528
2185,56.1164,27,1515.1428,30,1683.492

weighted_avg,NA,NA,40445290.53571001,NA,9276937.93269
weighted_%,NA,NA,0.8134247354061015,NA,0.18657526459389842
weighted_total,49722228.46840001
