Simpoints,Weight,DCACHE_MISS_val,DCACHE_MISS_w_val,DCACHE_ST_BUFFER_HIT_val,DCACHE_ST_BUFFER_HIT_w_val,DCACHE_HIT_val,DCACHE_HIT_w_val
2264,44.9546,170101,7646822.4146,983,44190.3718,3855727,173332664.9942
812,334.908,63652,21317564.016000003,906,303426.648,4078665,1365977537.8200002
1358,97.2156,279939,27214437.848399997,6196,602347.8576,3276837,318559675.05719995
1778,40.8635,350819,14335692.206500001,2836,115888.886,17512170,715608558.7950001
828,45.4532,963538,43795885.4216,9229,419487.58280000003,3456806,157122894.4792
2213,8.07837,809023,6535587.13251,55365,447258.95505,4051780,32731777.9986
1726,65.5195,95481,6255867.3795,1700,111383.15,3931779,257608194.19049996
2054,37.2896,52357,1952371.5872,429,15997.2384,3320218,123809601.1328
1903,16.1097,652561,10512561.9417,2512,40467.5664,2531388,40779901.2636
509,133.977,1015035,135991344.195,4470,598877.1900000001,2629245,352258357.365
1751,10.0901,299367,3020642.9666999998,10530,106248.753,3208955,32378676.8455
62,40.4224,59199,2392965.6576,580,23444.992000000002,4102391,165828489.9584
2151,40.7196,458736,18679546.4256,8489,345668.68439999997,3712470,151170293.412
239,98.774,96294,9511343.556,86,8494.564,3892128,384441051.072
1893,44.3029,413737,18329748.9373,675,29904.4575,1610960,71370199.784
1305,111.513,297166,33137872.158,11644,1298457.372,3681819,410570682.147
1673,34.2884,85313,2925246.2692000004,58,1988.7272000000003,4745713,162722905.6292
492,45.4197,635711,28873802.9067,5349,242949.9753,2593570,117799171.329
2249,320.874,162540,52154859.96,9525,3056324.85,4310370,1383085663.38
264,17.7912,624081,11103149.8872,67207,1195693.1784,3095058,55064795.8896
2123,26.1783,350034,9163295.0622,564,14764.5612,1867084,48877085.0772
116,27.1629,267621,7269362.4609,1050,28521.045000000002,2899513,78759181.66770001
1159,18.1708,121312,2204336.0896,22348,406081.0384,3422306,62186037.8648
1270,263.009,171981,45232550.829,6473,1702457.257,3741822,984132862.398
2165,28.2044,119742,3377251.2648,4448,125453.1712,3386133,95503849.5852
1152,171.372,405139,69429480.708,8421,1443123.6120000002,3433827,588461800.644
792,79.0312,75421,5960612.135199999,72,5690.2464,3727315,294574177.228
1979,51.6033,629302,32474059.896599997,17403,898052.2298999999,2473310,127630957.923
2185,56.1164,987348,55406415.3072,4711,264364.3604,3106785,174341589.774

weighted_avg,NA,NA,686204676.62081,NA,13897008.521350002,NA,8926688634.704702
weighted_%,NA,NA,0.07128073364245932,NA,0.0014435765254697131,NA,0.9272756898320709
weighted_total,9626790319.846863
