Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
2264,44.9546,0,0.0,0,0.0,0,0.0,1654,74354.9084,4095,184089.087
812,334.908,0,0.0,0,0.0,0,0.0,593,198600.44400000002,14332,4799901.456
1358,97.2156,0,0.0,0,0.0,0,0.0,2697,262190.4732,14862,1444818.2471999999
1778,40.8635,0,0.0,0,0.0,0,0.0,1,40.8635,2,81.727
828,45.4532,0,0.0,0,0.0,0,0.0,290,13181.428,408,18544.905600000002
2213,8.07837,0,0.0,0,0.0,0,0.0,35,282.74295,28,226.19436
1726,65.5195,0,0.0,0,0.0,0,0.0,4,262.078,27,1769.0265
2054,37.2896,0,0.0,0,0.0,0,0.0,188,7010.4448,276,10291.9296
1903,16.1097,0,0.0,0,0.0,0,0.0,17,273.8649,24,386.6328
509,133.977,0,0.0,0,0.0,0,0.0,725,97133.325,10225,1369914.825
1751,10.0901,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62,40.4224,0,0.0,0,0.0,0,0.0,205,8286.592,855,34561.152
2151,40.7196,0,0.0,0,0.0,0,0.0,267,10872.1332,200,8143.92
239,98.774,0,0.0,0,0.0,0,0.0,39,3852.186,265,26175.11
1893,44.3029,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1305,111.513,3,334.539,0,0.0,0,0.0,3728,415720.46400000004,19645,2190672.8850000002
1673,34.2884,0,0.0,0,0.0,0,0.0,25,857.21,112,3840.3008000000004
492,45.4197,0,0.0,0,0.0,0,0.0,1295,58818.5115,8740,396968.178
2249,320.874,0,0.0,0,0.0,0,0.0,4554,1461260.196,25183,8080569.942000001
264,17.7912,441,7845.9192,0,0.0,0,0.0,433,7703.5896,1467,26099.6904
2123,26.1783,0,0.0,0,0.0,0,0.0,5,130.8915,65,1701.5895
116,27.1629,0,0.0,0,0.0,0,0.0,56,1521.1224,308,8366.1732
1159,18.1708,3,54.5124,0,0.0,0,0.0,273,4960.6284,173,3143.5484
1270,263.009,15,3945.135,0,0.0,0,0.0,8223,2162723.007,10949,2879685.541
2165,28.2044,0,0.0,0,0.0,0,0.0,0,0.0,25,705.11
1152,171.372,0,0.0,0,0.0,0,0.0,258,44213.976,878,150464.616
792,79.0312,0,0.0,0,0.0,0,0.0,6,474.18719999999996,2200,173868.63999999998
1979,51.6033,0,0.0,0,0.0,0,0.0,199,10269.0567,2064,106509.21119999999
2185,56.1164,0,0.0,0,0.0,0,0.0,22,1234.5608,10,561.164

weighted_avg,NA,NA,12180.1056,NA,0.0,NA,0.0,NA,4846228.88505,NA,21922060.80256
weighted_%,NA,NA,0.0004548129922309347,NA,0.0,NA,0.0,NA,0.18096130958384932,NA,0.8185838774239198
weighted_total,26780469.79321
