Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
2264,44.9546,70301,3160353.3346,0,0.0
812,334.908,119574,40046289.192,0,0.0
1358,97.2156,393848,38288169.6288,0,0.0
1778,40.8635,53,2165.7655,0,0.0
828,45.4532,25228,1146693.3296,0,0.0
2213,8.07837,1001,8086.448369999999,0,0.0
1726,65.5195,394,25814.682999999997,0,0.0
2054,37.2896,8755,326470.448,0,0.0
1903,16.1097,817,13161.6249,0,0.0
509,133.977,237217,31781622.009,0,0.0
1751,10.0901,0,0.0,0,0.0
62,40.4224,21252,859056.8448000001,0,0.0
2151,40.7196,19216,782467.8336,0,0.0
239,98.774,1638,161791.812,0,0.0
1893,44.3029,0,0.0,0,0.0
1305,111.513,584482,65177341.266,0,0.0
1673,34.2884,2056,70496.9504,0,0.0
492,45.4197,189093,8588547.3321,0,0.0
2249,320.874,398899,127996317.72600001,0,0.0
264,17.7912,29973,533255.6376,0,0.0
2123,26.1783,1747,45733.4901,0,0.0
116,27.1629,4462,121200.8598,0,0.0
1159,18.1708,12272,222992.0576,0,0.0
1270,263.009,415510,109282869.59,0,0.0
2165,28.2044,566,15963.6904,0,0.0
1152,171.372,16158,2769028.776,0,0.0
792,79.0312,16072,1270189.4464,0,0.0
1979,51.6033,94602,4881775.3866,0,0.0
2185,56.1164,971,54489.0244,0,0.0

weighted_avg,NA,NA,437632344.18757004,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,437632344.18757004
