Simpoints,Weight,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_w_val
2264,44.9546,62676362,2817590783.1651998
812,334.908,60588677,20291632636.716
1358,97.2156,89021752,8654303033.7312
1778,40.8635,178558254,7296515212.329
828,45.4532,148584012,6753618814.2384
2213,8.07837,74801091,604270889.50167
1726,65.5195,46712374,3060571388.2929997
2054,37.2896,45374450,1691995090.72
1903,16.1097,51864249,835517492.1153
509,133.977,159578220,21379811180.940002
1751,10.0901,59295422,598296737.5222
62,40.4224,62590885,2530073789.8240004
2151,40.7196,141140335,5747177985.066
239,98.774,44772057,4422315158.118
1893,44.3029,59957984,2656312569.3536
1305,111.513,108381068,12085898035.884
1673,34.2884,63836587,2188854429.6908
492,45.4197,118358147,5375791529.295899
2249,320.874,61687468,19793904607.032
264,17.7912,254423989,4526508073.0968
2123,26.1783,166721354,4364481621.4182005
116,27.1629,93418646,2537521339.4334
1159,18.1708,56780020,1031738387.416
1270,263.009,78801501,20725503976.509003
2165,28.2044,53082135,1497149768.394
1152,171.372,56765097,9727948203.084002
792,79.0312,68942175,5448582820.86
1979,51.6033,73704449,3803392793.0817
2185,56.1164,241663424,13561281366.5536

weighted_avg,NA,NA,196008559713.383
weighted_%,NA,NA,1.0
weighted_total,196008559713.383
