Simpoints,Weight,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_w_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_w_val
2264,44.9546,1151488,51764682.4448,811757,36492211.2322
812,334.908,1032940,345939869.52000004,270620,90632802.96000001
1358,97.2156,934595,90857213.682,636741,61901158.3596
1778,40.8635,1379382,56366376.357,147404,6023443.354
828,45.4532,1162155,52823663.646000005,2148545,97658245.59400001
2213,8.07837,1190592,9618042.695039999,238705,1928347.31085
1726,65.5195,1229263,80540697.12849998,129278,8470229.921
2054,37.2896,1401899,52276252.9504,67386,2512796.9856
1903,16.1097,822162,13244783.1714,23185,373503.3945
509,133.977,1055666,141434963.682,300504,40260624.408
1751,10.0901,1324028,13359574.922799999,49609,500559.7709
62,40.4224,1388333,56119751.8592,296609,11989647.641600002
2151,40.7196,1324060,53915193.576,1569572,63912344.0112
239,98.774,1447876,143012504.024,74023,7311547.802
1893,44.3029,673150,29822497.135,41756,1849911.8924
1305,111.513,1108914,123658326.882,836007,93225648.591
1673,34.2884,1380786,47344942.6824,258944,8878775.4496
492,45.4197,909718,41319118.6446,396488,18008366.0136
2249,320.874,1182152,379321840.84800005,1213350,389332467.90000004
264,17.7912,1311993,23341929.8616,2208740,39296135.088
2123,26.1783,1109178,29036394.4374,375137,9820448.9271
116,27.1629,1251804,34002626.8716,938318,25487438.0022
1159,18.1708,1384777,25162505.9116,489730,8898785.884
1270,263.009,1263767,332382094.903,1675722,440729967.498
2165,28.2044,1107431,31234426.8964,29261,825288.9484
1152,171.372,1166472,199900639.58400002,663700,113739596.4
792,79.0312,996947,78789917.7464,56982,4503355.8384
1979,51.6033,1053550,54366656.714999996,265222,13686330.432599999
2185,56.1164,1107878,62170124.9992,2443818,137138268.4152

weighted_avg,NA,NA,2653127613.77734,NA,1735388248.0259502
weighted_%,NA,NA,0.6045614730186119,NA,0.39543852698138815
weighted_total,4388515861.80329
