Simpoints,Weight,FDIP_NEW_PREFETCHES_ONPATH_val,FDIP_NEW_PREFETCHES_ONPATH_w_val,FDIP_NEW_PREFETCHES_OFFPATH_val,FDIP_NEW_PREFETCHES_OFFPATH_w_val
2264,44.9546,38919,1749588.0774,19133,860116.3618
812,334.908,385305,129041726.94000001,74461,24937584.588
1358,97.2156,88320,8586081.792,63549,6177954.1644
1778,40.8635,1,40.8635,15,612.9525
828,45.4532,466,21181.1912,920,41816.944
2213,8.07837,8,64.62696,111,896.69907
1726,65.5195,620,40622.09,91,5962.2744999999995
2054,37.2896,1363,50825.7248,1230,45866.208
1903,16.1097,54,869.9238,67,1079.3499
509,133.977,73962,9909206.874,8198,1098343.446
1751,10.0901,0,0.0,0,0.0
62,40.4224,30897,1248930.8928,8503,343711.6672
2151,40.7196,183,7451.6868,836,34041.5856
239,98.774,2138,211178.812,457,45139.718
1893,44.3029,0,0.0,0,0.0
1305,111.513,111605,12445408.365,81088,9042366.144000001
1673,34.2884,444,15224.049600000002,117,4011.7428000000004
492,45.4197,54687,2483867.1339,15710,713543.487
2249,320.874,146775,47096281.35,115072,36923612.928
264,17.7912,39142,696383.1504,8472,150727.0464
2123,26.1783,130,3403.179,36,942.4188
116,27.1629,1235,33546.1815,139,3775.6431000000002
1159,18.1708,170,3089.036,750,13628.1
1270,263.009,38842,10215795.578,61584,16197146.256000001
2165,28.2044,730,20589.212,51,1438.4243999999999
1152,171.372,2337,400496.36400000006,1373,235293.75600000002
792,79.0312,155400,12281448.48,3927,310355.5224
1979,51.6033,5081,262196.3673,936,48300.688799999996
2185,56.1164,5,280.582,72,4040.3808

weighted_avg,NA,NA,236825778.52396002,NA,97242308.49746998
weighted_%,NA,NA,0.708914702495267,NA,0.29108529750473294
weighted_total,334068087.02143
