Simpoints,Weight,ICACHE_HIT_BY_FDIP_ONPATH_val,ICACHE_HIT_BY_FDIP_ONPATH_w_val,ICACHE_HIT_BY_FDIP_OFFPATH_val,ICACHE_HIT_BY_FDIP_OFFPATH_w_val
2264,44.9546,34306,1542212.5076,13343,599829.2278
812,334.908,365050,122258165.4,39041,13075143.228
1358,97.2156,74569,7249270.0764,32724,3181283.2944
1778,40.8635,0,0.0,3,122.5905
828,45.4532,150,6817.9800000000005,375,17044.95
2213,8.07837,4,32.31348,37,298.89968999999996
1726,65.5195,595,38984.10249999999,85,5569.157499999999
2054,37.2896,1141,42547.4336,661,24648.4256
1903,16.1097,32,515.5104,40,644.388
509,133.977,62199,8333235.423,4778,640142.106
1751,10.0901,0,0.0,0,0.0
62,40.4224,29345,1186195.328,7239,292617.7536
2151,40.7196,48,1954.5408,312,12704.5152
239,98.774,1808,178583.392,367,36250.058
1893,44.3029,0,0.0,1,44.3029
1305,111.513,94122,10495826.586000001,40910,4561996.83
1673,34.2884,329,11280.883600000001,44,1508.6896000000002
492,45.4197,45674,2074499.3778,8837,401373.88889999996
2249,320.874,122629,39348457.746,56546,18144141.204
264,17.7912,36731,653488.5672,4983,88653.5496
2123,26.1783,63,1649.2329,20,523.566
116,27.1629,806,21893.2974,15,407.44350000000003
1159,18.1708,59,1072.0772,344,6250.7552
1270,263.009,30528,8029138.752,27493,7230906.437000001
2165,28.2044,620,17486.728,54,1523.0375999999999
1152,171.372,1561,267511.69200000004,883,151321.47600000002
792,79.0312,149600,11823067.52,3303,261040.05359999998
1979,51.6033,3149,162498.7917,486,25079.2038
2185,56.1164,0,0.0,24,1346.7936

weighted_avg,NA,NA,213746385.25958,NA,48762415.82558999
weighted_%,NA,NA,0.8142446438975994,NA,0.1857553561024006
weighted_total,262508801.08516997
