Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
2264,44.9546,0,0.0,0,0.0,0,0.0,4965,223199.589,390510,17555220.846
812,334.908,0,0.0,0,0.0,0,0.0,3060,1024818.4800000001,558715,187118123.22
1358,97.2156,0,0.0,0,0.0,0,0.0,56810,5522818.236,2356850,229122586.85999998
1778,40.8635,0,0.0,0,0.0,0,0.0,0,0.0,280,11441.78
828,45.4532,0,0.0,0,0.0,0,0.0,5055,229765.926,146875,6675938.75
2213,8.07837,0,0.0,0,0.0,0,0.0,0,0.0,7680,62041.88159999999
1726,65.5195,0,0.0,0,0.0,0,0.0,0,0.0,2080,136280.56
2054,37.2896,0,0.0,0,0.0,0,0.0,205,7644.368,46630,1738814.048
1903,16.1097,0,0.0,0,0.0,0,0.0,510,8215.947,4605,74185.1685
509,133.977,0,0.0,0,0.0,0,0.0,4905,657157.185,1169650,156706198.05
1751,10.0901,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62,40.4224,0,0.0,0,0.0,0,0.0,1180,47698.432,114640,4634023.936000001
2151,40.7196,0,0.0,0,0.0,0,0.0,405,16491.438,113075,4604368.77
239,98.774,0,0.0,0,0.0,0,0.0,0,0.0,6995,690924.13
1893,44.3029,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1305,111.513,390,43490.07,0,0.0,0,0.0,80120,8934421.56,3629765,404765984.445
1673,34.2884,0,0.0,0,0.0,0,0.0,0,0.0,10060,344941.304
492,45.4197,0,0.0,0,0.0,0,0.0,16610,754421.217,995760,45227120.471999995
2249,320.874,0,0.0,0,0.0,0,0.0,35730,11464828.020000001,2215720,710966939.2800001
264,17.7912,6110,108704.232,0,0.0,0,0.0,855,15211.476,163665,2911796.748
2123,26.1783,0,0.0,0,0.0,0,0.0,70,1832.481,8410,220159.503
116,27.1629,0,0.0,0,0.0,0,0.0,0,0.0,20955,569198.5695
1159,18.1708,4280,77771.024,0,0.0,0,0.0,500,9085.4,74415,1352180.082
1270,263.009,9075,2386806.6750000003,0,0.0,0,0.0,14460,3803110.14,2770815,728749282.335
2165,28.2044,0,0.0,0,0.0,0,0.0,0,0.0,2705,76292.902
1152,171.372,0,0.0,0,0.0,0,0.0,2000,342744.0,82925,14211023.100000001
792,79.0312,0,0.0,0,0.0,0,0.0,0,0.0,69600,5500571.52
1979,51.6033,0,0.0,0,0.0,0,0.0,5300,273497.49,490725,25323029.3925
2185,56.1164,0,0.0,0,0.0,0,0.0,0,0.0,7210,404599.244

weighted_avg,NA,NA,2616772.001,NA,0.0,NA,0.0,NA,33336961.384999998,NA,2549753266.8970995
weighted_%,NA,NA,0.0010120141225256766,NA,0.0,NA,0.0,NA,0.01289278382328317,NA,0.9860952020541911
weighted_total,2585707000.2830997
