Simpoints,Weight,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_w_val
2264,44.9546,420937379,18923071497.9934
812,334.908,375683568,125819432391.744
1358,97.2156,617356641,60016696268.7996
1778,40.8635,1092089871,44626614443.608505
828,45.4532,1015066597,46138025046.7604
2213,8.07837,449788023,3633554071.3625097
1726,65.5195,304012861,19918770646.289497
2054,37.2896,283331501,10565318339.6896
1903,16.1097,381104332,6139476457.2204
509,133.977,1080119720,144711199726.44
1751,10.0901,361337897,3645935514.5197
62,40.4224,409274696,16543865471.5904
2151,40.7196,969073636,39460290828.4656
239,98.774,268422736,26513187325.664
1893,44.3029,486398917,21548882579.9593
1305,111.513,726543473,81019042304.649
1673,34.2884,453877623,15562737488.473202
492,45.4197,830991126,37743367645.5822
2249,320.874,427185791,137072813501.33401
264,17.7912,1483614380,26395280157.456
2123,26.1783,729282080,19091365074.864
116,27.1629,583374279,15846137203.0491
1159,18.1708,343275993,6237599413.6044
1270,263.009,577110595,151785280480.355
2165,28.2044,323650631,9128371856.9764
1152,171.372,386564839,66246389589.108
792,79.0312,442230518,34950008514.1616
1979,51.6033,481418224,24842769038.5392
2185,56.1164,1619699044,90891679432.7216

weighted_avg,NA,NA,1305017162310.9807
weighted_%,NA,NA,1.0
weighted_total,1305017162310.9807
