Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
2264,44.9546,0,0.0,0,0.0,0,0.0,1169,52551.9274,2590,116432.414
812,334.908,0,0.0,0,0.0,0,0.0,396,132623.568,8430,2823274.44
1358,97.2156,0,0.0,0,0.0,0,0.0,2335,226998.42599999998,12928,1256803.2767999999
1778,40.8635,1,40.8635,0,0.0,0,0.0,12,490.362,95,3882.0325000000003
828,45.4532,0,0.0,0,0.0,0,0.0,251,11408.753200000001,348,15817.713600000001
2213,8.07837,0,0.0,0,0.0,0,0.0,40,323.1348,22,177.72413999999998
1726,65.5195,0,0.0,0,0.0,0,0.0,3,196.55849999999998,29,1900.0654999999997
2054,37.2896,0,0.0,0,0.0,0,0.0,164,6115.4944,264,9844.4544
1903,16.1097,0,0.0,0,0.0,0,0.0,10,161.097,42,676.6074
509,133.977,0,0.0,0,0.0,0,0.0,526,70471.902,5848,783497.496
1751,10.0901,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62,40.4224,0,0.0,0,0.0,0,0.0,176,7114.3424,498,20130.3552
2151,40.7196,0,0.0,0,0.0,0,0.0,197,8021.7612,151,6148.6596
239,98.774,0,0.0,0,0.0,0,0.0,13,1284.062,64,6321.536
1893,44.3029,0,0.0,0,0.0,0,0.0,4,177.2116,13,575.9377000000001
1305,111.513,0,0.0,0,0.0,0,0.0,3250,362417.25,17502,1951700.526
1673,34.2884,0,0.0,0,0.0,0,0.0,21,720.0564,55,1885.862
492,45.4197,0,0.0,0,0.0,0,0.0,815,37017.0555,5201,236227.8597
2249,320.874,0,0.0,0,0.0,0,0.0,3655,1172794.47,20814,6678671.436000001
264,17.7912,253,4501.1736,0,0.0,0,0.0,447,7952.6664,912,16225.5744
2123,26.1783,0,0.0,0,0.0,0,0.0,56,1465.9848,74,1937.1942
116,27.1629,0,0.0,0,0.0,0,0.0,49,1330.9821,85,2308.8465
1159,18.1708,5,90.854,0,0.0,0,0.0,231,4197.4547999999995,148,2689.2784
1270,263.009,26,6838.234,0,0.0,0,0.0,7265,1910760.385,9918,2608523.262
2165,28.2044,0,0.0,0,0.0,0,0.0,3,84.6132,5,141.022
1152,171.372,0,0.0,0,0.0,0,0.0,131,22449.732000000004,410,70262.52
792,79.0312,0,0.0,0,0.0,0,0.0,7,553.2184,677,53504.1224
1979,51.6033,0,0.0,0,0.0,0,0.0,168,8669.3544,1146,59137.381799999996
2185,56.1164,0,0.0,0,0.0,0,0.0,26,1459.0264,9,505.0476

weighted_avg,NA,NA,11471.125100000001,NA,0.0,NA,0.0,NA,4049810.8499000003,NA,16729202.645839998
weighted_%,NA,NA,0.0005517488076493204,NA,0.0,NA,0.0,NA,0.19479155602946094,NA,0.8046566951628897
weighted_total,20790484.620839998
