Simpoints,Weight,ICACHE_FIRST_MISS_AFTER_WARMUP_NO_PREF_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_NO_PREF_DURING_WARMUP_w_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_UNUSEFUL_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_UNUSEFUL_DURING_WARMUP_w_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_USEFUL_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_TRAINED_USEFUL_DURING_WARMUP_w_val
2264,44.9546,10,449.546,0,0.0,17,764.2282
812,334.908,0,0.0,0,0.0,0,0.0
1358,97.2156,0,0.0,0,0.0,0,0.0
1778,40.8635,0,0.0,0,0.0,0,0.0
828,45.4532,6,272.7192,0,0.0,11,499.9852
2213,8.07837,2,16.15674,0,0.0,2,16.15674
1726,65.5195,0,0.0,0,0.0,0,0.0
2054,37.2896,9,335.6064,0,0.0,8,298.3168
1903,16.1097,0,0.0,0,0.0,0,0.0
509,133.977,0,0.0,0,0.0,7,937.839
1751,10.0901,0,0.0,0,0.0,0,0.0
62,40.4224,3,121.2672,0,0.0,5,202.11200000000002
2151,40.7196,2,81.4392,0,0.0,1,40.7196
239,98.774,0,0.0,0,0.0,0,0.0
1893,44.3029,0,0.0,0,0.0,0,0.0
1305,111.513,0,0.0,0,0.0,9,1003.6170000000001
1673,34.2884,0,0.0,0,0.0,1,34.2884
492,45.4197,0,0.0,0,0.0,2,90.8394
2249,320.874,3,962.6220000000001,0,0.0,25,8021.85
264,17.7912,3,53.373599999999996,0,0.0,15,266.868
2123,26.1783,0,0.0,0,0.0,0,0.0
116,27.1629,1,27.1629,0,0.0,1,27.1629
1159,18.1708,1,18.1708,0,0.0,10,181.708
1270,263.009,49,12887.441,0,0.0,140,36821.26
2165,28.2044,0,0.0,0,0.0,0,0.0
1152,171.372,2,342.744,0,0.0,1,171.372
792,79.0312,0,0.0,0,0.0,0,0.0
1979,51.6033,1,51.6033,0,0.0,0,0.0
2185,56.1164,0,0.0,0,0.0,1,56.1164

weighted_avg,NA,NA,15619.852340000001,NA,0.0,NA,49434.439640000004
weighted_%,NA,NA,0.2401048703258825,NA,0.0,NA,0.7598951296741174
weighted_total,65054.29198000001
