Simpoints,Weight,CBR_CORRECT_val,CBR_CORRECT_w_val,CBR_CORRECT_BTB_MISS_NT_NT_val,CBR_CORRECT_BTB_MISS_NT_NT_w_val,CBR_RECOVER_MISPREDICT_val,CBR_RECOVER_MISPREDICT_w_val,CBR_RECOVER_MISFETCH_val,CBR_RECOVER_MISFETCH_w_val,CBR_RECOVER_BTB_MISS_T_T_val,CBR_RECOVER_BTB_MISS_T_T_w_val,CBR_RECOVER_BTB_MISS_T_NT_val,CBR_RECOVER_BTB_MISS_T_NT_w_val,CBR_RECOVER_BTB_MISS_NT_T_val,CBR_RECOVER_BTB_MISS_NT_T_w_val
2766,217.447,1834605,398929353.435,490601,106679715.647,4767,1036569.849,0,0.0,6,1304.682,74,16091.078,36,7828.092000000001
2298,16.1495,1086340,17543847.83,128566,2076276.6169999999,539,8704.5805,0,0.0,0,0.0,0,0.0,0,0.0
2235,73.9095,1140957,84327561.3915,320046,23654439.836999997,6876,508201.72199999995,0,0.0,8,591.276,30,2217.285,95,7021.402499999999
562,151.883,1534906,233126127.99800003,311994,47386584.702,17430,2647320.69,0,0.0,38,5771.554,208,31591.664,320,48602.560000000005
2322,74.3347,1484752,110368594.4944,352247,26184175.0709,2923,217280.32809999998,0,0.0,1,74.3347,11,817.6817,15,1115.0205
533,77.6496,1568047,121758222.3312,310219,24088381.2624,34041,2643270.0336,0,0.0,65,5047.224,362,28109.1552,419,32535.1824
655,136.191,991795,135073552.845,508057,69192790.887,2232,303978.31200000003,0,0.0,3,408.573,12,1634.292,86,11712.426
414,208.958,1160275,242448743.45,443095,92588245.01,22193,4637404.894,0,0.0,1392,290869.536,2964,619351.512,3454,721740.932
253,149.505,1183816,176986411.07999998,553049,82683590.745,14893,2226577.965,0,0.0,15,2242.575,104,15548.52,13,1943.565
853,129.616,1335155,173057450.48000002,284510,36877048.160000004,22840,2960429.4400000004,0,0.0,8,1036.928,76,9850.816,67,8684.272
907,262.418,1255365,329430372.57,467405,122655485.29,57084,14979869.112,0,0.0,4,1049.672,301,78987.818,89,23355.202
1114,12.9007,4131443,53298506.7101,383787,4951120.9509000005,3672,47371.3704,1,12.9007,0,0.0,14,180.6098,5,64.5035
939,1055.11,877103,925440146.3299999,671042,708023124.6199999,39020,41170392.199999996,0,0.0,1340,1413847.4,3195,3371076.4499999997,3181,3356304.9099999997
2606,11.2554,5690013,64043372.320199996,386430,4349424.222,3721,41881.3434,0,0.0,2,22.5108,28,315.1512,71,799.1333999999999
2837,150.956,1173742,177183397.352,449021,67782414.07599999,17804,2687620.624,1,150.956,33,4981.548,110,16605.16,43,6491.107999999999
1793,150.359,1424023,214114674.257,333007,50070599.513000004,23722,3566816.1980000003,0,0.0,17,2556.103,93,13983.387,89,13381.951000000001
1046,85.9267,1137284,97723061.0828,608556,52291208.845199995,8691,746788.9497,0,0.0,10,859.2669999999999,129,11084.5443,173,14865.319099999999
554,46.3771,1267278,58772678.5338,146225,6781491.4475,19648,911217.2607999999,0,0.0,2,92.7542,78,3617.4138,54,2504.3633999999997
1970,47.9169,63318863,3034043626.4846997,426811,20451460.0059,681,32631.4089,0,0.0,0,0.0,0,0.0,1,47.9169

weighted_avg,NA,NA,6647669700.9757,NA,1548767576.9087996,NA,81374326.2814,NA,163.8567,NA,1730755.9377,NA,4221062.538000001,NA,4258997.8597
weighted_%,NA,NA,0.8020815138126987,NA,0.18686816561429156,NA,0.009818304119365927,NA,1.9770300856714243e-08,NA,0.00020882616089469382,NA,0.0005092966983423065,NA,0.0005138738241058867
weighted_total,8288022584.358001
