Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
2766,217.447,1892009,411411681.023,143125,31122101.875,240,52187.28,17,3696.599
2298,16.1495,1309424,21146542.888,0,0.0,0,0.0,0,0.0
2235,73.9095,1885656,139367892.132,0,0.0,0,0.0,269,19881.655499999997
562,151.883,2070908,314535719.764,21100,3204731.3000000003,3090,469318.47000000003,1772,269136.67600000004
2322,74.3347,1729159,128536515.5173,18,1338.0246,25,1858.3674999999998,92,6838.7924
533,77.6496,3212381,249440099.6976,2151,167024.28960000002,1561,121211.02560000001,6016,467139.99360000005
655,136.191,1355276,184576393.716,3,408.573,8,1089.528,913,124342.383
414,208.958,2463007,514665016.706,119027,24871643.866,15095,3154221.01,22924,4790153.192
253,149.505,1734275,259282783.875,137741,20592968.205,22658,3387484.29,567,84769.33499999999
853,129.616,3094244,401063530.304,0,0.0,2,259.232,499,64678.384000000005
907,262.418,3174758,833113644.844,19332,5073064.776000001,893,234339.274,504,132258.672
1114,12.9007,568086,7328707.0602,911,11752.5377,8,103.2056,16,206.4112
939,1055.11,2856991,3014439774.0099998,261314,275715014.53999996,19402,20471244.22,19066,20116727.259999998
2606,11.2554,1762302,19835413.9308,0,0.0,2,22.5108,1352,15217.300799999999
2837,150.956,1973881,297969180.236,187106,28244773.336,1103,166504.468,233,35172.748
1793,150.359,2585034,388683127.20600003,1,150.359,3,451.077,2257,339360.26300000004
1046,85.9267,1382777,118817464.4459,103423,8886797.0941,24072,2068427.5224,1164,100018.6788
554,46.3771,2164667,100390977.9257,2681,124337.0051,1129,52359.7459,556,25785.6676
1970,47.9169,1360452,65188642.4388,74,3545.8505999999998,56,2683.3464,20335,974390.1614999999

weighted_avg,NA,NA,7469793107.720301,NA,398019651.63170004,NA,30183764.5732,NA,27569774.173399996
weighted_%,NA,NA,0.9424932966004406,NA,0.050219711331818365,NA,0.0038084047799134928,NA,0.003478587287827518
weighted_total,7925566298.098601
