Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
2766,217.447,25344,5510976.768,0,0.0
2298,16.1495,0,0.0,0,0.0
2235,73.9095,4259,314780.56049999996,0,0.0
562,151.883,28232,4287960.856000001,0,0.0
2322,74.3347,1544,114772.77679999999,0,0.0
533,77.6496,60811,4721949.8256,0,0.0
655,136.191,13706,1866633.8460000001,0,0.0
414,208.958,251470,52546668.26,0,0.0
253,149.505,89219,13338686.594999999,0,0.0
853,129.616,5734,743218.1440000001,0,0.0
907,262.418,18261,4792015.098,0,0.0
1114,12.9007,1141,14719.6987,0,0.0
939,1055.11,304853,321653448.83,0,0.0
2606,11.2554,7795,87735.843,0,0.0
2837,150.956,47605,7186260.38,0,0.0
1793,150.359,6712,1009209.608,0,0.0
1046,85.9267,82241,7066697.7347,0,0.0
554,46.3771,6999,324593.32289999997,0,0.0
1970,47.9169,420072,20128548.016799998,0,0.0

weighted_avg,NA,NA,445708876.164,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,445708876.164
