Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
2766,217.447,0,0.0,0,0.0,0,0.0,320,69583.04000000001,118635,25796824.845
2298,16.1495,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2235,73.9095,0,0.0,0,0.0,0,0.0,640,47302.079999999994,22710,1678484.7449999999
562,151.883,0,0.0,0,0.0,0,0.0,2815,427550.645,162850,24734146.55
2322,74.3347,0,0.0,0,0.0,0,0.0,0,0.0,8105,602482.7435
533,77.6496,1000,77649.6,0,0.0,0,0.0,19860,1542121.056,443880,34467104.44800001
655,136.191,0,0.0,0,0.0,0,0.0,40,5447.64,80060,10903451.46
414,208.958,5230,1092850.34,0,0.0,0,0.0,28440,5942765.52,1648740,344517412.92
253,149.505,0,0.0,0,0.0,0,0.0,3650,545693.25,429345,64189224.225
853,129.616,0,0.0,0,0.0,0,0.0,1780,230716.48,37345,4840509.5200000005
907,262.418,0,0.0,0,0.0,0,0.0,2390,627179.02,101505,26636739.09
1114,12.9007,0,0.0,0,0.0,0,0.0,0,0.0,6445,83145.01150000001
939,1055.11,0,0.0,0,0.0,0,0.0,28875,30466301.249999996,1948040,2055396484.3999999
2606,11.2554,1065,11987.001,0,0.0,0,0.0,85,956.709,49045,552021.093
2837,150.956,0,0.0,0,0.0,0,0.0,4390,662696.84,262160,39574624.95999999
1793,150.359,965,145096.435,0,0.0,0,0.0,0,0.0,51465,7738225.9350000005
1046,85.9267,0,0.0,0,0.0,0,0.0,4225,363040.3075,396560,34075092.151999995
554,46.3771,0,0.0,0,0.0,0,0.0,1935,89739.6885,46775,2169288.8525
1970,47.9169,35450,1698654.105,0,0.0,0,0.0,43395,2079353.8754999998,2235655,107125657.0695

weighted_avg,NA,NA,3026237.481,NA,0.0,NA,0.0,NA,43100447.401499994,NA,2785080920.02
weighted_%,NA,NA,0.0010688857559437845,NA,0.0,NA,0.0,NA,0.015223344034138489,NA,0.9837077702099176
weighted_total,2831207604.9025
