Simpoints,Weight,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_w_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_w_val
2766,217.447,1559685,339148824.195,332324,72262856.828
2298,16.1495,1276686,20617840.557,32738,528702.331
2235,73.9095,1555949,114999412.61549999,329707,24368479.5165
562,151.883,1180063,179231508.629,890845,135304211.13500002
2322,74.3347,1462506,108714944.75819999,266653,19821570.7591
533,77.6496,1549975,120354938.76,1662406,129085160.93760002
655,136.191,1191915,162328095.76500002,163361,22248297.951
414,208.958,1446288,302213447.904,1016719,212451568.802
253,149.505,1155885,172810586.92499998,578390,86472196.95
853,129.616,1843028,238885917.24800003,1251216,162177613.05600002
907,262.418,1412307,370614778.32600003,1762451,462498866.518
1114,12.9007,412488,5321383.9416000005,155598,2007323.1186000002
939,1055.11,1273017,1343172966.87,1583974,1671266807.1399999
2606,11.2554,1581966,17805660.1164,180336,2029753.8144
2837,150.956,1265591,191048554.996,708290,106920625.24
1793,150.359,1485547,223365361.37300003,1099487,165317765.833
1046,85.9267,1112194,95567160.1798,270583,23250304.2661
554,46.3771,1366869,63391420.299899995,797798,36999557.6258
1970,47.9169,1329811,63720420.7059,30641,1468221.7329

weighted_avg,NA,NA,4133313224.1653,NA,3336479883.5550003
weighted_%,NA,NA,0.553337042212504,NA,0.4466629577874959
weighted_total,7469793107.720301
