Simpoints,Weight,ICACHE_HIT_val,ICACHE_HIT_w_val,ICACHE_MISS_val,ICACHE_MISS_w_val
2766,217.447,1797923,390952962.58100003,2830,615375.01
2298,16.1495,1296014,20929978.093,0,0.0
2235,73.9095,1694896,125268915.91199999,73,5395.393499999999
562,151.883,1463380,222262544.54000002,2184,331712.472
2322,74.3347,1563004,116185433.43879999,47,3493.7309
533,77.6496,2359076,183181307.7696,1808,140390.4768
655,136.191,1250726,170337624.666,241,32822.031
414,208.958,1904349,397928958.342,11337,2368956.846
253,149.505,1604208,239837117.04,7461,1115456.805
853,129.616,2475630,320881258.08000004,149,19312.784000000003
907,262.418,2106188,552701642.584,2065,541893.17
1114,12.9007,471776,6086240.6432,23,296.7161
939,1055.11,2087813,2202872374.43,18814,19850839.54
2606,11.2554,1288291,14500230.521399999,111,1249.3494
2837,150.956,1653046,249537211.97599998,5641,851542.796
1793,150.359,1989203,299094573.87700003,136,20448.824
1046,85.9267,1299850,111691820.99499999,8073,693686.2491
554,46.3771,1754325,81360505.9575,460,21333.466
1970,47.9169,977477,46837667.661299996,5020,240542.838

weighted_avg,NA,NA,5752448369.1078005,NA,26854748.497799996
weighted_%,NA,NA,0.9953532894967921,NA,0.004646710503207882
weighted_total,5779303117.6056
