Simpoints,Weight,ICACHE_HIT_ONPATH_BY_FDIP_val,ICACHE_HIT_ONPATH_BY_FDIP_w_val,ICACHE_HIT_OFFPATH_BY_FDIP_val,ICACHE_HIT_OFFPATH_BY_FDIP_w_val
49,53.1722,586866,31204956.3252,80179,4263293.823799999
1172,4605.89,677309,3119610750.01,70891,326516147.99

weighted_avg,NA,NA,3150815706.3352003,NA,330779441.81380004
weighted_%,NA,NA,0.9049919856449536,NA,0.09500801435504638
weighted_total,3481595148.149
