Simpoints,Weight,FDIP_AVG_FTQ_OCCUPANCY_val,FDIP_AVG_FTQ_OCCUPANCY_w_val
49,53.1722,36,1914.1991999999998
1172,4605.89,33,151994.37000000002

weighted_avg,NA,NA,153908.56920000003
weighted_%,NA,NA,1.0
weighted_total,153908.56920000003
