Simpoints,Weight,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_w_val
49,53.1722,167624592,8912968330.7424
1172,4605.89,147271357,678315670492.7301

weighted_avg,NA,NA,687228638823.4725
weighted_%,NA,NA,1.0
weighted_total,687228638823.4725
